zeit	luftfeuchte	Temperatur	Druck
05:28:38	  000046.2	  000016.2	  001005.9
05:29:38	  000046.2	  000016.2	  001005.9
05:30:38	  000046.2	  000016.2	  001005.9
05:31:38	  000046.2	  000016.2	  001005.9
05:32:38	  000046.2	  000016.2	  001005.9
05:33:38	  000046.2	  000016.2	  001005.8
05:34:38	  000046.2	  000016.2	  001005.8
05:35:38	  000046.2	  000016.2	  001005.8
05:36:38	  000046.2	  000016.2	  001005.8
05:37:38	  000046.2	  000016.2	  001005.8
05:38:38	  000046.2	  000016.2	  001005.8
05:39:38	  000046.2	  000016.2	  001005.9
05:40:38	  000046.2	  000016.1	  001005.6
05:41:38	  000046.2	  000016.2	  001005.7
05:42:38	  000046.2	  000016.1	  001005.7
05:43:38	  000046.2	  000016.2	  001005.7
05:44:38	  000046.2	  000016.1	  001005.7
05:45:38	  000046.2	  000016.1	  001005.6
05:46:38	  000046.2	  000016.2	  001005.6
05:47:38	  000046.2	  000016.1	  001005.5
05:48:38	  000046.2	  000016.1	  001005.5
05:49:38	  000046.2	  000016.1	  001005.6
05:50:38	  000046.2	  000016.1	  001005.5
05:51:38	  000046.2	  000016.1	  001005.5
05:52:38	  000046.2	  000016.1	  001005.5
05:53:38	  000046.2	  000016.2	  001005.5
05:54:38	  000046.2	  000016.2	  001005.5
05:55:38	  000046.2	  000016.1	  001005.4
05:56:38	  000046.2	  000016.1	  001005.4
05:57:38	  000046.2	  000016.2	  001005.4
05:58:38	  000046.2	  000016.1	  001005.4
05:59:38	  000046.2	  000016.2	  001005.4
06:00:38	  000046.2	  000016.2	  001005.3
06:01:38	  000046.2	  000016.1	  001005.4
06:02:38	  000046.2	  000016.1	  001005.3
06:03:38	  000046.2	  000016.1	  001005.3
06:04:38	  000046.7	  000016.2	  001005.3
06:05:38	  000047.5	  000016.2	  001005.3
06:06:38	  000047.2	  000016.3	  001005.2
06:07:38	  000047.2	  000016.3	  001005.4
06:08:38	  000047.2	  000016.3	  001005.3
06:09:38	  000047.7	  000016.3	  001005.3
06:10:38	  000048.2	  000016.3	  001005.3
06:11:38	  000049.2	  000016.4	  001005.2
06:12:38	  000049.2	  000016.3	  001005.3
06:13:38	  000049.9	  000016.3	  001005.1
06:14:38	  000050.2	  000016.3	  001005.2
06:15:38	  000051.0	  000016.3	  001005.1
06:16:38	  000051.8	  000016.3	  001005.1
06:17:38	  000053.0	  000016.3	  001005.2
06:18:38	  000052.9	  000016.3	  001005.2
06:19:38	  000053.6	  000016.3	  001005.2
06:20:38	  000054.1	  000016.3	  001005.2
06:21:38	  000054.6	  000016.3	  001005.3
06:22:38	  000054.8	  000016.3	  001005.3
06:23:38	  000055.1	  000016.3	  001005.2
06:24:38	  000055.3	  000016.3	  001005.2
06:25:38	  000055.4	  000016.3	  001005.4
06:26:38	  000055.5	  000016.3	  001005.3
06:27:38	  000055.5	  000016.3	  001005.3
06:28:38	  000056.0	  000016.3	  001005.2
06:29:38	  000056.0	  000016.3	  001005.2
06:30:38	  000056.0	  000016.3	  001005.2
06:31:38	  000056.1	  000016.3	  001005.2
06:32:38	  000056.5	  000016.3	  001005.3
06:33:38	  000056.0	  000016.3	  001005.3
06:34:38	  000056.5	  000016.3	  001005.3
06:35:38	  000056.5	  000016.3	  001005.2
06:36:38	  000056.6	  000016.3	  001005.2
06:37:38	  000056.5	  000016.3	  001005.2
06:38:38	  000056.6	  000016.2	  001005.3
06:39:38	  000057.0	  000016.3	  001005.2
06:40:38	  000057.0	  000016.2	  001005.3
06:41:38	  000057.0	  000016.2	  001005.2
06:42:38	  000056.7	  000016.2	  001005.2
06:43:38	  000057.0	  000016.2	  001005.3
06:44:38	  000056.8	  000016.2	  001005.2
06:45:38	  000057.0	  000016.2	  001005.2
06:46:38	  000056.5	  000016.2	  001005.1
06:47:38	  000056.6	  000016.2	  001005.1
06:48:38	  000056.5	  000016.2	  001005.1
06:49:38	  000056.5	  000016.2	  001005.1
06:50:38	  000056.5	  000016.2	  001005.1
06:51:38	  000056.5	  000016.2	  001005.1
06:52:38	  000056.5	  000016.2	  001005.0
06:53:38	  000056.5	  000016.2	  001005.1
06:54:38	  000056.5	  000016.2	  001005.1
06:55:38	  000056.5	  000016.2	  001005.1
06:56:38	  000056.5	  000016.2	  001005.0
06:57:38	  000056.5	  000016.2	  001005.1
06:58:38	  000056.5	  000016.2	  001005.1
06:59:38	  000056.5	  000016.2	  001005.1
07:00:38	  000056.5	  000016.2	  001005.1
07:01:38	  000056.5	  000016.2	  001005.0
07:02:38	  000056.5	  000016.2	  001005.1
07:03:38	  000056.1	  000016.2	  001005.2
07:04:38	  000056.5	  000016.2	  001005.2
07:05:38	  000056.0	  000016.2	  001005.1
07:06:38	  000056.0	  000016.2	  001005.0
07:07:38	  000056.0	  000016.2	  001005.1
07:08:38	  000056.0	  000016.2	  001005.1
07:09:38	  000056.0	  000016.2	  001005.1
07:10:38	  000056.0	  000016.2	  001005.1
07:11:38	  000056.0	  000016.2	  001005.2
07:12:38	  000056.0	  000016.2	  001005.2
07:13:38	  000056.0	  000016.2	  001005.2
07:14:38	  000056.0	  000016.2	  001005.2
07:15:38	  000056.0	  000016.2	  001005.1
07:16:38	  000056.0	  000016.2	  001005.1
07:17:38	  000056.0	  000016.2	  001005.1
07:18:38	  000056.0	  000016.2	  001005.2
07:19:38	  000056.0	  000016.2	  001005.2
07:20:38	  000056.0	  000016.2	  001005.1
07:21:38	  000056.0	  000016.2	  001005.1
07:22:38	  000055.9	  000016.2	  001005.2
07:23:38	  000055.9	  000016.2	  001005.2
07:24:38	  000055.7	  000016.2	  001005.2
07:25:38	  000055.5	  000016.2	  001005.1
07:26:38	  000055.5	  000016.2	  001005.2
07:27:38	  000055.5	  000016.2	  001005.2
07:28:38	  000055.5	  000016.2	  001005.1
07:29:38	  000055.5	  000016.2	  001005.1
07:30:38	  000055.5	  000016.2	  001005.1
07:31:38	  000055.5	  000016.2	  001005.1
07:32:38	  000055.5	  000016.2	  001005.0
07:33:38	  000055.5	  000016.2	  001005.0
07:34:38	  000055.5	  000016.2	  001005.0
07:35:38	  000055.5	  000016.2	  001005.1
07:36:38	  000055.5	  000016.2	  001005.1
07:37:38	  000055.4	  000016.2	  001005.1
07:38:38	  000055.2	  000016.2	  001005.0
07:39:38	  000055.1	  000016.2	  001005.0
07:40:38	  000055.1	  000016.2	  001005.0
07:41:38	  000055.1	  000016.2	  001005.0
07:42:38	  000055.1	  000016.2	  001005.1
07:43:38	  000055.1	  000016.2	  001005.0
07:44:38	  000055.1	  000016.2	  001005.0
07:45:38	  000055.1	  000016.1	  001005.1
07:46:38	  000055.1	  000016.1	  001004.9
07:47:38	  000055.1	  000016.2	  001005.0
07:48:38	  000055.1	  000016.1	  001004.9
07:49:38	  000055.1	  000016.2	  001005.0
07:50:38	  000055.1	  000016.2	  001005.0
07:51:38	  000055.1	  000016.2	  001005.1
07:52:38	  000055.1	  000016.2	  001004.9
07:53:38	  000055.1	  000016.2	  001005.0
07:54:38	  000054.9	  000016.2	  001004.9
07:55:38	  000054.8	  000016.2	  001004.9
07:56:38	  000054.7	  000016.2	  001004.9
07:57:38	  000054.6	  000016.2	  001004.9
07:58:38	  000054.6	  000016.2	  001004.9
07:59:38	  000054.6	  000016.2	  001004.8
08:00:38	  000054.6	  000016.1	  001004.9
08:01:38	  000054.6	  000016.2	  001004.9
08:02:38	  000054.6	  000016.2	  001004.9
08:03:38	  000054.6	  000016.1	  001004.9
08:04:38	  000054.6	  000016.1	  001004.9
08:05:38	  000054.6	  000016.2	  001004.8
08:06:38	  000054.6	  000016.1	  001004.9
08:07:38	  000054.6	  000016.1	  001004.9
08:08:38	  000054.6	  000016.2	  001004.8
08:09:38	  000054.6	  000016.2	  001004.8
08:10:38	  000054.6	  000016.2	  001004.8
08:11:38	  000054.6	  000016.1	  001004.8
08:12:38	  000054.6	  000016.1	  001004.8
08:13:38	  000054.6	  000016.1	  001004.8
08:14:38	  000054.5	  000016.1	  001004.8
08:15:38	  000054.5	  000016.1	  001004.8
08:16:38	  000054.1	  000016.2	  001004.8
08:17:38	  000054.3	  000016.1	  001004.8
08:18:38	  000054.1	  000016.2	  001004.8
08:19:38	  000054.1	  000016.1	  001004.7
08:20:38	  000054.1	  000016.1	  001004.8
08:21:38	  000054.1	  000016.1	  001004.8
08:22:38	  000054.1	  000016.1	  001004.8
08:23:38	  000054.1	  000016.1	  001004.7
08:24:38	  000054.1	  000016.1	  001004.8
08:25:38	  000054.1	  000016.1	  001004.8
08:26:38	  000054.1	  000016.1	  001004.8
08:27:38	  000054.1	  000016.1	  001004.8
08:28:38	  000054.1	  000016.2	  001004.8
08:29:38	  000054.1	  000016.1	  001004.8
08:30:38	  000054.1	  000016.1	  001004.8
08:31:38	  000054.1	  000016.1	  001004.8
08:32:38	  000054.1	  000016.1	  001004.8
08:33:38	  000054.1	  000016.1	  001004.8
08:34:38	  000054.1	  000016.1	  001004.8
08:35:38	  000054.1	  000016.1	  001004.8
08:36:38	  000054.0	  000016.2	  001004.8
08:37:38	  000054.0	  000016.2	  001004.8
08:38:38	  000053.7	  000016.1	  001004.8
08:39:38	  000053.6	  000016.1	  001004.7
08:40:38	  000053.7	  000016.1	  001004.8
08:41:38	  000053.8	  000016.2	  001004.8
08:42:38	  000053.6	  000016.1	  001004.8
08:43:38	  000053.6	  000016.1	  001004.7
08:44:38	  000053.6	  000016.1	  001004.8
08:45:38	  000053.6	  000016.1	  001004.8
08:46:38	  000053.6	  000016.1	  001004.8
08:47:38	  000053.6	  000016.1	  001004.7
08:48:38	  000053.6	  000016.1	  001004.8
08:49:38	  000053.6	  000016.1	  001004.7
08:50:38	  000053.6	  000016.2	  001004.7
08:51:38	  000053.6	  000016.1	  001004.8
08:52:38	  000053.6	  000016.1	  001004.8
08:53:38	  000053.6	  000016.2	  001004.8
08:54:38	  000053.6	  000016.1	  001004.8
08:55:38	  000053.6	  000016.1	  001004.8
08:56:38	  000053.5	  000016.1	  001004.8
08:57:38	  000053.6	  000016.1	  001004.8
08:58:38	  000053.2	  000016.1	  001004.7
08:59:38	  000053.1	  000016.1	  001004.7
09:00:38	  000053.2	  000016.1	  001004.8
09:01:38	  000053.1	  000016.1	  001004.7
09:02:38	  000053.1	  000016.1	  001004.7
09:03:38	  000053.1	  000016.1	  001004.7
09:04:38	  000053.1	  000016.1	  001004.7
09:05:38	  000053.1	  000016.1	  001004.8
09:06:38	  000053.1	  000016.1	  001004.8
09:07:38	  000053.1	  000016.1	  001004.8
09:08:38	  000053.1	  000016.1	  001004.8
09:09:38	  000053.1	  000016.2	  001004.8
09:10:38	  000053.1	  000016.2	  001004.8
09:11:38	  000053.1	  000016.2	  001004.8
09:12:38	  000053.1	  000016.1	  001004.8
09:13:38	  000053.1	  000016.2	  001004.8
09:14:38	  000053.1	  000016.2	  001004.8
09:15:38	  000053.1	  000016.2	  001004.8
09:16:38	  000053.1	  000016.1	  001004.9
09:17:38	  000053.1	  000016.1	  001004.8
09:18:38	  000053.1	  000016.2	  001004.8
09:19:38	  000053.1	  000016.1	  001004.8
09:20:38	  000053.1	  000016.1	  001004.8
09:21:38	  000053.1	  000016.2	  001004.8
09:22:38	  000053.1	  000016.1	  001004.8
09:23:38	  000053.1	  000016.1	  001004.8
09:24:38	  000053.1	  000016.1	  001004.8
09:25:38	  000053.1	  000016.1	  001004.8
09:26:38	  000053.1	  000016.1	  001004.8
09:27:38	  000052.8	  000016.1	  001004.8
09:28:38	  000052.9	  000016.1	  001004.8
09:29:38	  000052.8	  000016.1	  001004.8
09:30:38	  000052.8	  000016.2	  001004.8
09:31:38	  000052.6	  000016.1	  001004.7
09:32:38	  000052.6	  000016.1	  001004.7
09:33:38	  000052.6	  000016.1	  001004.8
09:34:38	  000052.6	  000016.1	  001004.7
09:35:38	  000052.6	  000016.1	  001004.8
09:36:38	  000052.6	  000016.1	  001004.8
09:37:38	  000052.6	  000016.1	  001004.7
09:38:38	  000052.6	  000016.1	  001004.8
09:39:38	  000052.6	  000016.1	  001004.7
09:40:38	  000052.6	  000016.1	  001004.7
09:41:38	  000052.6	  000016.1	  001004.7
09:42:38	  000052.6	  000016.1	  001004.7
09:43:38	  000052.6	  000016.1	  001004.7
09:44:38	  000052.6	  000016.1	  001004.7
09:45:38	  000052.6	  000016.1	  001004.7
09:46:38	  000052.6	  000016.1	  001004.7
09:47:38	  000052.6	  000016.1	  001004.7
09:48:38	  000052.6	  000016.1	  001004.7
09:49:38	  000052.5	  000016.1	  001004.6
09:50:38	  000052.6	  000016.1	  001004.7
09:51:38	  000052.4	  000016.1	  001004.7
09:52:38	  000052.5	  000016.1	  001004.6
09:53:38	  000052.4	  000016.1	  001004.7
09:54:38	  000052.2	  000016.1	  001004.7
09:55:38	  000052.2	  000016.1	  001004.7
09:56:38	  000052.2	  000016.1	  001004.6
09:57:38	  000052.2	  000016.1	  001004.7
09:58:38	  000052.2	  000016.1	  001004.8
09:59:38	  000052.2	  000016.1	  001004.7
10:00:38	  000052.2	  000016.1	  001004.7
10:01:38	  000052.2	  000016.1	  001004.8
10:02:38	  000052.2	  000016.1	  001004.7
10:03:38	  000052.2	  000016.1	  001004.8
10:04:38	  000052.2	  000016.1	  001004.6
10:05:38	  000052.2	  000016.1	  001004.6
10:06:38	  000052.2	  000016.1	  001004.7
10:07:38	  000052.2	  000016.1	  001004.7
10:08:38	  000052.2	  000016.1	  001004.7
10:09:38	  000052.2	  000016.1	  001004.6
10:10:38	  000052.2	  000016.1	  001004.6
10:11:38	  000052.2	  000016.1	  001004.7
10:12:38	  000052.2	  000016.1	  001004.6
10:13:38	  000052.2	  000016.1	  001004.7
10:14:38	  000052.2	  000016.1	  001004.6
10:15:38	  000052.2	  000016.1	  001004.6
10:16:38	  000052.2	  000016.1	  001004.7
10:17:38	  000052.2	  000016.1	  001004.6
10:18:38	  000052.2	  000016.1	  001004.6
10:19:38	  000052.2	  000016.1	  001004.7
10:20:38	  000052.2	  000016.1	  001004.6
10:21:38	  000052.2	  000016.1	  001004.6
10:22:38	  000052.2	  000016.1	  001004.6
10:23:38	  000052.2	  000016.1	  001004.6
10:24:38	  000052.2	  000016.1	  001004.6
10:25:38	  000052.2	  000016.1	  001004.5
10:26:38	  000052.2	  000016.1	  001004.5
10:27:38	  000052.0	  000016.1	  001004.5
10:28:38	  000051.9	  000016.1	  001004.5
10:29:38	  000051.8	  000016.1	  001004.5
10:30:38	  000051.8	  000016.1	  001004.5
10:31:38	  000052.0	  000016.1	  001004.5
10:32:38	  000051.7	  000016.1	  001004.5
10:33:38	  000051.7	  000016.1	  001004.5
10:34:38	  000051.7	  000016.1	  001004.5
10:35:38	  000051.7	  000016.1	  001004.5
10:36:38	  000051.7	  000016.1	  001004.5
10:37:38	  000051.7	  000016.1	  001004.5
10:38:38	  000051.7	  000016.1	  001004.5
10:39:38	  000051.7	  000016.1	  001004.5
10:40:38	  000051.7	  000016.1	  001004.5
10:41:38	  000051.7	  000016.1	  001004.5
10:42:38	  000051.7	  000016.1	  001004.5
10:43:38	  000051.7	  000016.1	  001004.5
10:44:38	  000051.7	  000016.1	  001004.5
10:45:38	  000051.7	  000016.1	  001004.5
10:46:38	  000051.7	  000016.1	  001004.5
10:47:38	  000051.7	  000016.1	  001004.5
10:48:38	  000051.7	  000016.1	  001004.5
10:49:38	  000051.7	  000016.1	  001004.4
10:50:38	  000051.7	  000016.1	  001004.5
10:51:38	  000051.7	  000016.1	  001004.5
10:52:38	  000051.7	  000016.1	  001004.5
10:53:38	  000051.7	  000016.1	  001004.5
10:54:38	  000051.7	  000016.1	  001004.5
10:55:38	  000051.5	  000016.1	  001004.5
10:56:38	  000051.5	  000016.1	  001004.6
10:57:38	  000051.7	  000016.1	  001004.5
10:58:38	  000051.4	  000016.1	  001004.5
10:59:38	  000051.3	  000016.1	  001004.5
11:00:38	  000051.3	  000016.1	  001004.5
11:01:38	  000051.3	  000016.1	  001004.5
11:02:38	  000051.2	  000016.2	  001004.5
11:03:38	  000051.3	  000016.1	  001004.5
11:04:38	  000051.2	  000016.1	  001004.5
11:05:38	  000051.2	  000016.1	  001004.5
11:06:38	  000051.2	  000016.1	  001004.5
11:07:38	  000051.2	  000016.2	  001004.5
11:08:38	  000051.2	  000016.1	  001004.5
11:09:38	  000051.2	  000016.1	  001004.5
11:10:38	  000051.2	  000016.1	  001004.4
11:11:38	  000051.2	  000016.1	  001004.5
11:12:38	  000051.2	  000016.1	  001004.5
11:13:38	  000051.2	  000016.1	  001004.5
11:14:38	  000051.2	  000016.1	  001004.4
11:15:38	  000051.2	  000016.1	  001004.5
11:16:38	  000051.2	  000016.1	  001004.4
11:17:38	  000051.2	  000016.1	  001004.5
11:18:38	  000051.2	  000016.1	  001004.5
11:19:38	  000051.2	  000016.2	  001004.4
11:20:38	  000051.2	  000016.1	  001004.3
11:21:38	  000051.2	  000016.1	  001004.4
11:22:38	  000051.2	  000016.1	  001004.4
11:23:38	  000051.2	  000016.1	  001004.4
11:24:38	  000051.2	  000016.1	  001004.3
11:25:38	  000051.2	  000016.1	  001004.3
11:26:38	  000051.2	  000016.1	  001004.3
11:27:38	  000051.2	  000016.1	  001004.2
11:28:38	  000051.2	  000016.1	  001004.2
11:29:38	  000051.2	  000016.1	  001004.2
11:30:38	  000051.2	  000016.1	  001004.1
11:31:38	  000051.2	  000016.1	  001004.1
11:32:38	  000051.2	  000016.1	  001004.2
11:33:38	  000051.2	  000016.1	  001004.2
11:34:38	  000051.2	  000016.1	  001004.2
11:35:38	  000051.2	  000016.1	  001004.2
11:36:38	  000051.2	  000016.2	  001004.2
11:37:38	  000051.2	  000016.1	  001004.2
11:38:38	  000051.2	  000016.1	  001004.3
11:39:38	  000051.2	  000016.1	  001004.2
11:40:38	  000051.2	  000016.1	  001004.2
11:41:38	  000051.2	  000016.1	  001004.2
11:42:38	  000051.2	  000016.1	  001004.3
11:43:38	  000051.2	  000016.2	  001004.2
11:44:38	  000051.2	  000016.1	  001004.2
11:45:38	  000051.0	  000016.1	  001004.3
11:46:38	  000051.2	  000016.2	  001004.2
11:47:38	  000051.1	  000016.1	  001004.2
11:48:38	  000050.9	  000016.1	  001004.3
11:49:38	  000050.8	  000016.1	  001004.3
11:50:38	  000050.7	  000016.1	  001004.2
11:51:38	  000050.9	  000016.1	  001004.2
11:52:38	  000050.8	  000016.1	  001004.1
11:53:38	  000050.9	  000016.2	  001004.2
11:54:38	  000050.7	  000016.1	  001004.0
11:55:38	  000050.7	  000016.1	  001004.1
11:56:38	  000050.7	  000016.2	  001004.1
11:57:38	  000050.7	  000016.1	  001004.2
11:58:38	  000050.7	  000016.1	  001004.1
11:59:38	  000050.7	  000016.1	  001004.2
12:00:38	  000050.7	  000016.1	  001004.2
12:01:38	  000050.7	  000016.1	  001004.2
12:02:38	  000050.7	  000016.1	  001004.0
12:03:38	  000050.7	  000016.1	  001004.2
12:04:38	  000050.7	  000016.1	  001004.1
12:05:38	  000050.7	  000016.1	  001003.9
12:06:38	  000050.7	  000016.1	  001004.0
12:07:38	  000050.7	  000016.1	  001004.1
12:08:38	  000050.7	  000016.1	  001004.2
12:09:38	  000050.7	  000016.1	  001004.1
12:10:38	  000050.7	  000016.1	  001003.9
12:11:38	  000050.7	  000016.1	  001004.0
12:12:38	  000050.7	  000016.1	  001004.0
12:13:38	  000050.7	  000016.1	  001004.1
12:14:38	  000050.7	  000016.1	  001004.0
12:15:38	  000050.7	  000016.1	  001004.0
12:16:38	  000050.7	  000016.1	  001004.0
12:17:38	  000050.7	  000016.1	  001004.0
12:18:38	  000050.7	  000016.1	  001004.1
12:19:38	  000050.7	  000016.1	  001004.1
12:20:38	  000050.7	  000016.1	  001004.0
12:21:38	  000050.6	  000016.2	  001004.0
12:22:38	  000050.7	  000016.1	  001004.0
12:23:38	  000050.6	  000016.1	  001003.9
12:24:38	  000050.7	  000016.1	  001004.0
12:25:38	  000050.7	  000016.1	  001004.0
12:26:38	  000050.4	  000016.2	  001004.0
12:27:38	  000050.7	  000016.1	  001004.0
12:28:38	  000050.4	  000016.1	  001004.0
12:29:38	  000050.2	  000016.1	  001004.0
12:30:38	  000050.4	  000016.1	  001004.0
12:31:38	  000050.4	  000016.1	  001004.0
12:32:38	  000050.3	  000016.1	  001004.1
12:33:38	  000050.2	  000016.1	  001004.0
12:34:38	  000050.3	  000016.1	  001004.0
12:35:38	  000050.4	  000016.1	  001003.9
12:36:38	  000050.2	  000016.1	  001003.9
12:37:38	  000050.2	  000016.1	  001004.0
12:38:38	  000050.2	  000016.1	  001004.0
12:39:38	  000050.2	  000016.1	  001003.9
12:40:38	  000050.2	  000016.1	  001003.9
12:41:38	  000050.2	  000016.1	  001004.0
12:42:38	  000050.2	  000016.1	  001004.0
12:43:38	  000050.2	  000016.1	  001004.0
12:44:38	  000050.2	  000016.1	  001003.9
12:45:38	  000050.2	  000016.1	  001004.0
12:46:38	  000050.2	  000016.1	  001003.9
12:47:38	  000050.2	  000016.1	  001003.9
12:48:38	  000050.2	  000016.1	  001003.8
12:49:38	  000050.2	  000016.1	  001003.9
12:50:38	  000050.2	  000016.1	  001003.8
12:51:38	  000050.2	  000016.1	  001003.8
12:52:38	  000050.2	  000016.2	  001003.8
12:53:38	  000050.2	  000016.1	  001003.8
12:54:38	  000050.2	  000016.1	  001003.8
12:55:38	  000050.2	  000016.1	  001003.8
12:56:38	  000050.2	  000016.1	  001003.8
12:57:38	  000050.2	  000016.1	  001003.8
12:58:38	  000050.2	  000016.1	  001003.9
12:59:38	  000050.2	  000016.1	  001004.0
13:00:38	  000050.2	  000016.2	  001003.8
13:01:38	  000050.2	  000016.1	  001003.9
13:02:38	  000050.2	  000016.1	  001003.8
13:03:38	  000050.2	  000016.2	  001003.9
13:04:38	  000050.2	  000016.2	  001003.8
13:05:38	  000050.2	  000016.2	  001003.8
13:06:38	  000050.2	  000016.1	  001003.8
13:07:38	  000050.2	  000016.1	  001003.8
13:08:38	  000050.2	  000016.1	  001003.8
13:09:38	  000050.2	  000016.1	  001003.8
13:10:38	  000050.2	  000016.1	  001003.8
13:11:38	  000050.2	  000016.1	  001003.8
13:12:38	  000050.2	  000016.1	  001003.8
13:13:38	  000050.2	  000016.1	  001003.7
13:14:38	  000050.2	  000016.1	  001003.8
13:15:38	  000050.2	  000016.1	  001003.7
13:16:38	  000050.2	  000016.1	  001003.7
13:17:38	  000050.2	  000016.1	  001003.7
13:18:38	  000050.2	  000016.1	  001003.7
13:19:38	  000050.2	  000016.1	  001003.7
13:20:38	  000050.2	  000016.1	  001003.6
13:21:38	  000050.2	  000016.1	  001003.6
13:22:38	  000050.2	  000016.1	  001003.6
13:23:38	  000050.2	  000016.1	  001003.5
13:24:38	  000050.2	  000016.1	  001003.6
13:25:38	  000050.2	  000016.1	  001003.6
13:26:38	  000050.2	  000016.1	  001003.6
13:27:38	  000050.2	  000016.1	  001003.6
13:28:38	  000050.2	  000016.1	  001003.6
13:29:38	  000050.2	  000016.1	  001003.6
13:30:38	  000050.2	  000016.1	  001003.6
13:31:38	  000050.2	  000016.1	  001003.8
13:32:38	  000050.2	  000016.1	  001003.6
13:33:38	  000050.2	  000016.1	  001003.8
13:34:38	  000050.2	  000016.1	  001003.7
13:35:38	  000050.2	  000016.1	  001003.7
13:36:38	  000050.2	  000016.1	  001003.8
13:37:38	  000050.2	  000016.1	  001003.8
13:38:38	  000050.2	  000016.1	  001003.8
13:39:38	  000050.1	  000016.1	  001003.8
13:40:38	  000049.9	  000016.1	  001003.8
13:41:38	  000049.9	  000016.1	  001003.8
13:42:38	  000050.2	  000016.1	  001003.8
13:43:38	  000050.2	  000016.1	  001003.9
13:44:38	  000049.7	  000016.1	  001003.8
13:45:38	  000050.1	  000016.1	  001003.9
13:46:38	  000050.1	  000016.2	  001003.8
13:47:38	  000049.8	  000016.1	  001003.8
13:48:38	  000049.8	  000016.1	  001003.9
13:49:38	  000049.7	  000016.1	  001003.8
13:50:38	  000049.8	  000016.1	  001003.8
13:51:38	  000049.9	  000016.1	  001003.8
13:52:38	  000049.8	  000016.1	  001003.9
13:53:38	  000050.1	  000016.1	  001003.8
13:54:38	  000049.8	  000016.1	  001003.9
13:55:38	  000049.8	  000016.1	  001003.8
13:56:38	  000049.7	  000016.1	  001003.8
13:57:38	  000049.7	  000016.1	  001003.9
13:58:38	  000049.8	  000016.1	  001003.8
13:59:38	  000049.7	  000016.1	  001003.8
14:00:38	  000049.7	  000016.1	  001003.9
14:01:38	  000049.8	  000016.1	  001003.9
14:02:38	  000049.7	  000016.1	  001003.9
14:03:38	  000049.7	  000016.1	  001003.8
14:04:38	  000049.7	  000016.1	  001003.8
14:05:38	  000049.7	  000016.1	  001003.9
14:06:38	  000049.7	  000016.1	  001003.8
14:07:38	  000049.7	  000016.1	  001003.9
14:08:38	  000049.7	  000016.1	  001003.8
14:09:38	  000049.7	  000016.1	  001003.9
14:10:38	  000049.7	  000016.1	  001003.8
14:11:38	  000049.7	  000016.1	  001003.8
14:12:38	  000049.7	  000016.1	  001003.8
14:13:38	  000049.7	  000016.1	  001003.9
14:14:38	  000049.7	  000016.1	  001003.9
14:15:38	  000049.7	  000016.1	  001003.9
14:16:38	  000049.7	  000016.1	  001003.9
14:17:38	  000049.7	  000016.1	  001003.9
14:18:38	  000049.7	  000016.1	  001004.0
14:19:38	  000049.7	  000016.1	  001004.0
14:20:38	  000049.7	  000016.2	  001003.9
14:21:38	  000049.7	  000016.2	  001003.9
14:22:38	  000049.7	  000016.1	  001004.0
14:23:38	  000049.7	  000016.1	  001004.0
14:24:38	  000049.7	  000016.1	  001003.8
14:25:38	  000049.7	  000016.1	  001003.9
14:26:38	  000049.7	  000016.1	  001003.8
14:27:38	  000049.7	  000016.1	  001003.9
14:28:38	  000049.7	  000016.1	  001003.9
14:29:38	  000049.7	  000016.1	  001003.8
14:30:38	  000049.7	  000016.1	  001003.8
14:31:38	  000049.7	  000016.1	  001003.8
14:32:38	  000049.7	  000016.1	  001003.7
14:33:38	  000049.7	  000016.1	  001003.7
14:34:38	  000049.7	  000016.1	  001003.6
14:35:38	  000049.7	  000016.1	  001003.7
14:36:38	  000049.7	  000016.2	  001003.7
14:37:38	  000049.7	  000016.1	  001003.7
14:38:38	  000049.7	  000016.1	  001003.7
14:39:38	  000049.7	  000016.1	  001003.7
14:40:38	  000049.7	  000016.1	  001003.7
14:41:38	  000049.6	  000016.1	  001003.6
14:42:38	  000049.7	  000016.1	  001003.7
14:43:38	  000049.7	  000016.1	  001003.6
14:44:38	  000049.7	  000016.1	  001003.7
14:45:38	  000049.5	  000016.1	  001003.7
14:46:38	  000049.5	  000016.1	  001003.8
14:47:38	  000049.5	  000016.1	  001003.7
14:48:38	  000049.6	  000016.1	  001003.7
14:49:38	  000049.5	  000016.1	  001003.6
14:50:38	  000049.5	  000016.2	  001003.7
14:51:38	  000049.5	  000016.1	  001003.6
14:52:38	  000049.2	  000016.2	  001003.7
14:53:38	  000049.2	  000016.1	  001003.8
14:54:38	  000049.3	  000016.2	  001003.7
14:55:38	  000049.3	  000016.2	  001003.7
14:56:38	  000049.3	  000016.2	  001003.8
14:57:38	  000049.2	  000016.1	  001003.8
14:58:38	  000049.2	  000016.1	  001003.7
14:59:38	  000049.3	  000016.1	  001003.8
15:00:38	  000049.2	  000016.2	  001003.8
15:01:38	  000049.2	  000016.1	  001003.7
15:02:38	  000049.2	  000016.1	  001003.7
15:03:38	  000049.2	  000016.1	  001003.7
15:04:38	  000049.2	  000016.1	  001003.7
15:05:38	  000049.2	  000016.1	  001003.8
15:06:38	  000049.2	  000016.1	  001003.7
15:07:38	  000049.2	  000016.2	  001003.7
15:08:38	  000049.2	  000016.1	  001003.7
15:09:38	  000049.2	  000016.1	  001003.7
