180D
  0004.  0300.  2.6530 2.2115 
  0004.  0400.  2.3150 2.3067 
  0004.  0500.  2.0583 2.7463 
  0004.  0600.  1.9508 3.6984 
  0004.  0700.  2.0109 3.8819 
  0004.  0800.  1.8267 3.1506 
  0004.  0900.  2.1274 3.2825 
  0004.  1000.  2.6198 4.4934 
  0004.  1100.  2.2755 4.7546 
  0004.  1200.  1.5454 4.6045 
  0004.  1300.  2.3713 4.5533 
  0004.  1400.  2.9778 4.6613 
  0004.  1500.  3.3327 4.5872 
  0004.  1600.  3.4722 3.5533 
  0004.  1700.  3.7998 3.5918 
  0004.  1800.  4.3316 4.0954 
  0004.  1900.  4.3355 3.9328 
  0004.  2000.  3.9372 3.8792 
  0004.  2100.  3.7578 3.5986 
  0004.  2200.  3.6058 3.8247 
  0004.  2300.  3.4252 3.8589 
  0005.  0000.  3.1856 3.9720 
  0005.  0100.  2.6243 4.2167 
  0005.  0200.  1.6680 2.6682 
  0005.  0300.  .69673 1.0517 
  0005.  0400.  .01239 1.3970 
  0005.  0500. -.44771 1.1333 
  0005.  0600. -.59639 1.0623 
  0005.  0700. -.60941 1.1582 
  0005.  0800. -.40961 0.0000 
  0005.  0900.  .48646 1.2909 
  0005.  1000.  1.5299 1.5993 
  0005.  1100.  2.3789 2.7405 
  0005.  1200.  3.1408 2.2869 
  0005.  1300.  3.6730 2.2670 
  0005.  1400.  3.8511 2.2431 
  0005.  1500.  3.7763 1.6040 
  0005.  1600.  3.1440 1.0468 
  0005.  1700.  1.9368 .63466 
  0005.  1800.  1.0271 .30776 
  0005.  1900.  .61766 1.1058 
  0005.  2000.  .57717 1.4400 
  0005.  2100.  .48601 1.2352 
  0005.  2200.  .48265 1.5155 
  0005.  2300.  .67984 1.5631 
  0006.  0000.  .59702 1.6760 
  0006.  0100.  .41840 1.6520 
  0006.  0200.  .78249 1.7517 
  0006.  0300.  1.2278 1.7284 
  0006.  0400.  1.5330 1.8317 
  0006.  0500.  1.8775 2.2009 
  0006.  0600.  1.7569 2.3532 
  0006.  0700.  1.6181 2.3925 
  0006.  0800.  1.1298 2.6474 
  0006.  0900.  1.3366 3.3656 
  0006.  1000.  1.6855 2.2515 
  0006.  1100.  2.0051 1.8888 
  0006.  1200.  2.2185 1.5295 
  0006.  1300.  2.5843 1.6905 
  0006.  1400.  2.7488 1.2313 
  0006.  1500.  2.8684 1.4230 
  0006.  1600.  2.8506 1.8641 
  0006.  1700.  2.7141 1.7751 
  0006.  1800.  2.3574 2.1674 
  0006.  1900.  2.2725 2.1845 
  0006.  2000.  2.2344 1.5955 
  0006.  2100.  1.8698 1.7347 
  0006.  2200.  .93474 1.2294 
  0006.  2300.  .26992 1.0116 
  0007.  0000.  .02639 .72437 
  0007.  0100.  .58416 1.1698 
  0007.  0200.  .76837 1.1249 
  0007.  0300.  .62932 .93797 
  0007.  0400.  1.0033 1.6012 
  0007.  0500.  .83174 1.5202 
  0007.  0600.  .13949 .70622 
  0007.  0700. -.21897 .66999 
  0007.  0800. -.25317 .48894 
  0007.  0900.  .25214 .50180 
  0007.  1000.  1.5572 1.5182 
  0007.  1100.  2.3803 2.2562 
  0007.  1200.  2.6489 2.4790 
  0007.  1300.  2.6432 2.3472 
  0007.  1400.  2.4651 2.2627 
  0007.  1500.  2.5745 1.5793 
  0007.  1600.  2.3137 2.6285 
  0007.  1700.  1.9518 3.2459 
  0007.  1800.  1.7684 3.6029 
  0007.  1900.  1.8540 3.4019 
  0007.  2000.  2.0957 3.9674 
  0007.  2100.  2.2844 3.8406 
  0007.  2200.  2.3866 3.3002 
  0007.  2300.  2.4827 3.8339 
  0008.  0000.  2.4964 3.5031 
  0008.  0100.  2.6571 4.7036 
  0008.  0200.  2.5994 3.9940 
  0008.  0300.  2.2463 3.6805 
  0008.  0400.  2.2235 3.6343 
  0008.  0500.  2.3792 2.7965 
  0008.  0600.  2.1252 2.0190 
  0008.  0700.  1.9715 1.2064 
  0008.  0800.  1.7915 1.4790 
  0008.  0900.  1.2569 1.3750 
  0008.  1000.  1.9106 .63290 
  0008.  1100.  3.5329 2.1851 
  0008.  1200.  4.2344 3.4224 
  0008.  1300.  4.3286 3.5279 
  0008.  1400.  4.4820 3.4462 
  0008.  1500.  4.4885 3.4998 
  0008.  1600.  4.4098 2.9527 
  0008.  1700.  4.1680 2.1952 
  0008.  1800.  4.0898 2.4771 
  0008.  1900.  3.7580 2.2421 
  0008.  2000.  3.5973 2.1730 
  0008.  2100.  3.4687 2.3263 
  0008.  2200.  3.3380 1.8887 
  0008.  2300.  2.9822 2.0173 
  0009.  0000.  2.8285 1.7631 
  0009.  0100.  2.9609 1.6735 
  0009.  0200.  3.0818 1.9876 
  0009.  0300.  2.7740 1.6600 
  0009.  0400.  2.8481 1.4624 
  0009.  0500.  2.9514 1.3128 
  0009.  0600.  2.5397 .89103 
  0009.  0700.  2.4950 .92964 
  0009.  0800.  2.8048 .94061 
  0009.  0900.  3.0672 1.5497 
  0009.  1000.  3.4637 1.2285 
  0009.  1100.  3.6643 1.4433 
  0009.  1200.  4.0607 1.5252 
  0009.  1300.  4.6686 1.1732 
  0009.  1400.  5.0100 1.1922 
  0009.  1500.  4.9591 .96086 
  0009.  1600.  4.6532 .74007 
  0009.  1700.  4.3531 .72419 
  0009.  1800.  4.5078 .97601 
  0009.  1900.  4.3816 .39537 
  0009.  2000.  4.3314 .39017 
  0009.  2100.  3.9753 .04322 
  0009.  2200.  3.4317 .02982 
  0009.  2300.  2.8330 .00414 
  0010.  0000.  2.3435 .02489 
  0010.  0100.  1.5070 .00329 
  0010.  0200.  1.1812 .02343 
  0010.  0300.  .52292 .14176 
  0010.  0400.  .02229 .09169 
  0010.  0500. -.24883 .08105 
  0010.  0600. -.54217 .03561 
  0010.  0700. -.70075 .71152 
  0010.  0800. -.10848 .93320 
  0010.  0900.  .58393 1.0072 
  0010.  1000.  1.0412 1.3427 
  0010.  1100.  1.2498 .99123 
  0010.  1200.  1.5155 1.0226 
  0010.  1300.  1.8419 1.1735 
  0010.  1400.  2.3160 1.2121 
  0010.  1500.  2.0255 .77609 
  0010.  1600.  1.0266 .72020 
  0010.  1700.  .28562 .82541 
  0010.  1800. -.08482 .87469 
  0010.  1900. -.61697 .71398 
  0010.  2000. -1.1443 .40248 
  0010.  2100. -.38087 .91160 
  0010.  2200.  .00731 .56243 
  0010.  2300. -.04012 .69230 
  0011.  0000. -.20639 .74073 
  0011.  0100.  .41538 1.1313 
  0011.  0200.  .66713 .29061 
  0011.  0300.  .94051 .14630 
  0011.  0400.  1.8850 .98573 
  0011.  0500.  2.6257 1.0981 
  0011.  0600.  2.3729 2.0249 
  0011.  0700.  1.9350 1.8801 
  0011.  0800.  2.0136 1.7840 
  0011.  0900.  1.8014 2.0663 
  0011.  1000.  1.8804 1.7238 
  0011.  1100.  2.4915 1.5360 
  0011.  1200.  3.0511 1.8327 
  0011.  1300.  3.3726 1.3940 
  0011.  1400.  3.8106 1.2029
 L 14703. C2695  
**
